session_id	experiment_id	code	name	comments	event_id	type	device_time	logged_time	time	confidence_interval	delay	filter_id	left_gaze_x	left_gaze_y	left_gaze_z	left_eye_cam_x	left_eye_cam_y	left_eye_cam_z	left_angle_x	left_angle_y	left_raw_x	left_raw_y	left_pupil_measure1	left_pupil_measure1_type	left_pupil_measure2	left_pupil_measure2_type	left_ppd_x	left_ppd_y	left_velocity_x	left_velocity_y	left_velocity_xy	right_gaze_x	right_gaze_y	right_gaze_z	right_eye_cam_x	right_eye_cam_y	right_eye_cam_z	right_angle_x	right_angle_y	right_raw_x	right_raw_y	right_pupil_measure1	right_pupil_measure1_type	right_pupil_measure2	right_pupil_measure2_type	right_ppd_x	right_ppd_y	right_velocity_x	right_velocity_y	right_velocity_xy	status	
1	1	E1S01	Session Name	None	68	52	716856.75	18.3060569763	716856.75	0.0	-716838.4375	0	-24.2343006134	26.9874992371	0.0	0.366600006819	0.819400012493	0.0	0.0	0.0	-8.53660011292	-21.8868999481	27.9241008759	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-61.8791999817	-33.2752990723	0.0	0.535199999809	0.807200014591	0.0	0.0	0.0	-49.186000824	-99.3867034912	29.8472003937	70	0.0	0	0.0	0.0	0.0	0.0	0.0	7	
1	1	E1S01	Session Name	None	69	52	716856.8125	18.3360710144	716856.8125	0.0	-716838.5	0	-19.4470996857	9.94110012054	0.0	0.366400003433	0.819599986076	0.0	0.0	0.0	-1.09420001507	-55.8496017456	27.0652008057	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-58.2146987915	-44.460899353	0.0	0.535099983215	0.807200014591	0.0	0.0	0.0	-44.179901123	-87.1006011963	29.1100997925	70	0.0	0	0.0	0.0	0.0	0.0	0.0	7	
1	1	E1S01	Session Name	None	70	52	716856.8125	18.3761692047	716856.8125	0.0	-716838.4375	0	-22.5690002441	-0.421499997377	0.0	0.366200000048	0.819599986076	0.0	0.0	0.0	-38.4084014893	-48.8953018188	26.9843006134	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-54.8698005676	-52.6641998291	0.0	0.535000026226	0.807200014591	0.0	0.0	0.0	-39.1226997375	-90.7802963257	28.7318992615	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	71	52	716856.875	18.4060516357	716856.875	0.0	-716838.4375	0	-23.9771995544	-1.74709999561	0.0	0.366100013256	0.819599986076	0.0	0.0	0.0	-32.5167999268	-6.79549980164	26.3332004547	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-51.3179016113	-60.7555999756	0.0	0.534799993038	0.807200014591	0.0	0.0	0.0	-31.5494003296	-105.173202515	28.2775993347	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	72	52	716856.875	18.4462337494	716856.875	0.0	-716838.4375	0	-23.2553005219	-5.44129991531	0.0	0.366200000048	0.81970000267	0.0	0.0	0.0	-18.6937999725	-27.3999004364	25.848400116	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-45.6632995605	-65.822303772	0.0	0.534900009632	0.807299971581	0.0	0.0	0.0	-9.0873003006	-96.5262985229	28.4058990479	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	73	52	716856.9375	18.4761676788	716856.9375	0.0	-716838.4375	0	-21.6543998718	-7.67840003967	0.0	0.366299986839	0.819599986076	0.0	0.0	0.0	-9.95660018921	-21.4832000732	25.6256999969	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-42.1040992737	-67.4372024536	0.0	0.535000026226	0.807200014591	0.0	0.0	0.0	-17.1478004456	-76.0103988647	27.804599762	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	74	52	716857.0	18.5061454773	716857.0	0.0	-716838.4375	0	-18.410900116	-12.7328996658	0.0	0.366499990225	0.81970000267	0.0	0.0	0.0	8.01749992371	-51.5964012146	25.4309997559	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-42.223400116	-70.8420028687	0.0	0.535000026226	0.807200014591	0.0	0.0	0.0	-45.48279953	-95.5444030762	28.0006999969	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	75	52	716857.0	18.5361595154	716857.0	0.0	-716838.4375	0	-16.6121006012	-15.3766002655	0.0	0.36669999361	0.819599986076	0.0	0.0	0.0	-1.42739999294	-35.415599823	24.8649997711	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-38.3911018372	-71.709197998	0.0	0.535300016403	0.807099997997	0.0	0.0	0.0	-5.65679979324	-75.5083999634	27.525800705	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	76	52	716857.0625	18.5861167908	716857.0625	0.0	-716838.4375	0	-15.2365999222	-17.4116001129	0.0	0.36669999361	0.81970000267	0.0	0.0	0.0	-3.25699996948	-33.0414009094	25.0506000519	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-36.820400238	-73.7437973022	0.0	0.535300016403	0.807299971581	0.0	0.0	0.0	-24.287399292	-89.7230987549	27.3208007812	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
1	1	E1S01	Session Name	None	77	52	716857.0625	18.6161270142	716857.0625	0.0	-716838.4375	0	-11.7202997208	-18.3218994141	0.0	0.36669999361	0.819800019264	0.0	0.0	0.0	23.4507007599	-23.2735004425	25.0424995422	70	0.0	0	0.0	0.0	0.0	0.0	0.0	-35.6398010254	-75.7677993774	0.0	0.535099983215	0.807600021362	0.0	0.0	0.0	-26.3738002777	-92.7834014893	27.0375003815	70	0.0	0	0.0	0.0	0.0	0.0	0.0	39	
